,Unnamed: 0,Price,Address,Beds,Bathrooms,Square Footage,Property type
238,238,"$899,000","6141 Tyndall Ave, Bronx, NY 10471",3 bds,2 ba,"1,627 sqft",- Townhouse for sale
239,239,"$210,000","6300 Riverdale Ave APT 3A, Bronx, NY 10471",1 bd,1 ba,800 sqft,- Condo for sale
240,240,"$449,000","877 Glenmore Ave, Brooklyn, NY 11208",3 bds,-- ba,"1,240 sqft",- House for sale
241,241,"$815,000","145 E 48th St APT 24A, New York, NY 10017",1 bd,1 ba,650 sqft,- For sale by owner
242,242,"$825,000","214 E 237th St, Bronx, NY 10470",4 bds,3 ba,"2,106 sqft",- Multi-family home for sale
243,243,"$719,000","1870 E 38th St, Brooklyn, NY 11234",3 bds,2 ba,"1,339 sqft",- House for sale
244,244,"$839,000","106 Dolphin Ct, Bronx, NY 10473",5 bds,4 ba,"2,400 sqft",- Multi-family home for sale
245,245,"$59,000,000","35 Hudson Yards PENTHOUSE 90, New York, NY 10001",5 bds,7 ba,"10,171 sqft",- Condo for sale
246,246,"$624,999","1311 Brightwater Ave APT 9K, Brooklyn, NY 11235",1 bd,1 ba,780 sqft,- Condo for sale
247,247,"$200,000","760 Brady Ave APT 118, Bronx, NY 10462",2 bds,1 ba,870 sqft,- Condo for sale
248,248,"$570,000","34-43 60th St #4D, Woodside, NY 11377",3 bds,3 ba,"1,675 sqft",- Condo for sale
249,249,"$249,900","1867 7th Ave #2A, New York, NY 10026",2 bds,1 ba,-- sqft,- Foreclosure
250,250,"$388,888","67-06 Springfield Blvd, Oakland Gardens, NY 11364",2 bds,1 ba,-- sqft,- Condo for sale
251,251,"$875,000","311 Hart St #1F, Brooklyn, NY 11206",3 bds,2 ba,"1,263 sqft",- Condo for sale
252,252,"$1,030,000","63 Opal Ln, Staten Island, NY 10309",5 bds,4 ba,"3,479 sqft",- Multi-family home for sale
253,253,"$350,000","146 Trantor Pl #146, Staten Island, NY 10302",2 bds,2 ba,"1,024 sqft",- Townhouse for sale
254,254,"$599,000","525 Jerome St, Brooklyn, NY 11207",3 bds,2 ba,"1,116 sqft",- House for sale
255,255,"$669,000","2040 E 71st St, Brooklyn, NY 11234",3 bds,2 ba,-- sqft,- House for sale
256,256,"$225,000","215 W 105th St APT 3A, New York, NY 10025",2 bds,1 ba,-- sqft,- Condo for sale
257,257,"$599,000","76 Hewitt Ave, Staten Island, NY 10301",3 bds,2 ba,"1,290 sqft",- House for sale
258,258,"$569,000","130-30 130th St, Ozone Park, NY 11420",4 bds,3 ba,-- sqft,- House for sale
259,259,"$199,900","17 Bowen St, Staten Island, NY 10304",3 bds,2 ba,"1,176 sqft",- House for sale
260,260,"$213,000","3845 Shore Pkwy APT 4, Brooklyn, NY 11235",1 bd,1 ba,700 sqft,- Condo for sale
261,261,"$1,950,000","636 W Fingerboard Rd, Staten Island, NY 10305",4 bds,5 ba,"5,733 sqft",- House for sale
262,262,"$123,500","715 Fox St APT 6H, Bronx, NY 10455",Studio,1 ba,550 sqft,- Foreclosure
263,263,"$359,900","695 King Ave, Bronx, NY 10464",3 bds,2 ba,880 sqft,- House for sale
264,264,"$450,000","303 E 57th St APT 6L, New York, NY 10022",2 bds,3 ba,-- sqft,- Condo for sale
265,265,"$929,000","36 Evelyn Pl, Staten Island, NY 10305",3 bds,3 ba,"1,800 sqft",- Multi-family home for sale
266,266,"$1,399,900","896 Lamont Ave, Staten Island, NY 10309",5 bds,4 ba,"3,150 sqft",- House for sale
267,267,"$599,000","181 Atlantic Ave, Staten Island, NY 10304",3 bds,2 ba,864 sqft,- House for sale
268,268,"$599,000","3750 Richmond Ave, Staten Island, NY 10312",3 bds,2 ba,"1,386 sqft",- House for sale
269,269,"$559,000","415 Timber Ridge Dr, Staten Island, NY 10306",3 bds,2 ba,"1,816 sqft",- Townhouse for sale
270,270,"$479,900","281 Wyona St, Brooklyn, NY 11207",9 bds,4 ba,"3,075 sqft",- Foreclosure
271,271,"$769,000","907 E 38th St, Brooklyn, NY 11210",4 bds,2 ba,"1,640 sqft",- House for sale
272,272,"$1,250,000","392 Central Park W APT 7B, New York, NY 10025",2 bds,1 ba,877 sqft,- For sale by owner
273,273,"$999,999","42 Shaw Pl, Staten Island, NY 10302",6 bds,2 ba,"2,264 sqft",- Multi-family home for sale
274,274,"$889,000","49 Florence St, Staten Island, NY 10308",3 bds,4 ba,"2,614 sqft",- Multi-family home for sale
275,275,"$1,075,000","1785 Pacific St, Brooklyn, NY 11213",5 bds,4 ba,"2,816 sqft",- Multi-family home for sale
276,276,"$875,000","62 Dexter Ave, Staten Island, NY 10309",3 bds,3 ba,"2,600 sqft",- Multi-family home for sale
277,277,"$149,900","2701 N Goethals Rd #C5, Staten Island, NY 10303",3 bds,1 ba,840 sqft,- House for sale
278,278,"$959,000","770 Rathbun Ave, Staten Island, NY 10309",5 bds,3 ba,"3,224 sqft",- Multi-family home for sale
279,279,"$1,099,000","142-19 222nd St, Springfield Gardens, NY 11413",6 bds,5 ba,"2,500 sqft",- New construction
280,280,"$889,000","120-40 192nd St, Saint Albans, NY 11412",5 bds,4 ba,"2,088 sqft",- Multi-family home for sale
281,281,"$369,000","188 Hylan Blvd #B, Staten Island, NY 10305",3 bds,2 ba,"1,100 sqft",- Condo for sale
282,282,"$1,488,000","39-05 220th St, Bayside, NY 11361",5 bds,3 ba,-- sqft,- House for sale
283,283,"$529,000","111 W 70th St APT 1-F, New York, NY 10023",1 bd,2 ba,-- sqft,- Condo for sale
284,284,"$655,000","38-42 215th Pl, Bayside, NY 11361",2 bds,1 ba,860 sqft,- House for sale
285,285,"$899,000","6946 180th St, Flushing, NY 11365",3 bds,2 ba,"1,288 sqft",- House for sale
286,286,"$719,900","2898 Wellman Ave, Bronx, NY 10461",3 bds,2 ba,"1,512 sqft",- House for sale
287,287,"$795,000","5697 Amboy Rd, Staten Island, NY 10309",5 bds,2 ba,"1,980 sqft",- House for sale
288,288,"$769,000","42 Whitaker Pl, Staten Island, NY 10304",3 bds,2 ba,"1,670 sqft",- House for sale
289,289,"$399,000","154 Edgewater Park #D, Bronx, NY 10465",2 bds,2 ba,"1,437 sqft",- Condo for sale
290,290,"$2,200,000","2254 E 64th St, Brooklyn, NY 11234",5 bds,5 ba,"6,000 sqft",- House for sale
291,291,"$588,789","99 Leverett Ave, Staten Island, NY 10308",3 bds,3 ba,"1,360 sqft",- House for sale
292,292,"$525,000","303 E 57th St APT 31G, New York, NY 10022",3 bds,4 ba,-- sqft,- Condo for sale
293,293,"$2,790,000","480 Mac Donough St, Brooklyn, NY 11233",6 bds,7 ba,"3,088 sqft",- Townhouse for sale
294,294,"$459,000","35A Leo St #60, Staten Island, NY 10314",3 bds,2 ba,"1,180 sqft",- Townhouse for sale
295,295,"$1,285,000","58-47 212th St, Oakland Gardens, NY 11364",4 bds,3 ba,"2,100 sqft",- House for sale
296,296,"$625,000","10221 Russell St, Jamaica, NY 11414",3 bds,2 ba,"2,025 sqft",- House for sale
297,297,"$629,000","63 Constant Ave, Staten Island, NY 10314",3 bds,2 ba,"1,260 sqft",- House for sale
298,298,"$578,000","30 Seaside Ln, Staten Island, NY 10305",3 bds,2 ba,"1,240 sqft",- House for sale
299,299,"$385,000","102 W 85th St APT 5F, New York, NY 10024",Studio,1 ba,300 sqft,- Condo for sale
300,300,"$339,000","9 Center Pl, Staten Island, NY 10306",1 bd,1 ba,576 sqft,- House for sale
301,301,"$485,000","142-19 120th Ave, Jamaica, NY 11436",4 bds,3 ba,"1,840 sqft",- House for sale
302,302,"$829,000","752 E 216th St, Bronx, NY 10467",6 bds,5 ba,"3,005 sqft",- Multi-family home for sale
303,303,"$475,000","16820 Foch Blvd, Jamaica, NY 11434",2 bds,2 ba,"1,640 sqft",- House for sale
304,304,"$349,000","249-33 64th Ave #1227, Little Neck, NY 11362",2 bds,1 ba,-- sqft,- Condo for sale
305,305,"$750,000","303 E 57th St APT 44G, New York, NY 10022",3 bds,4 ba,"3,300 sqft",- Condo for sale
306,306,"$798,800","88 Colon Ave, Staten Island, NY 10308",3 bds,2 ba,"1,512 sqft",- House for sale
307,307,"$299,995","37-27 84th St #11, Jackson Heights, NY 11372",2 bds,1 ba,770 sqft,- Condo for sale
308,308,"$195,000","112-50 Northern Blvd #6B, Corona, NY 11368",2 bds,1 ba,"1,100 sqft",- Condo for sale
309,309,"$500,000","407 Bainbridge St, Brooklyn, NY 11233",5 bds,2 ba,"2,280 sqft",- Multi-family home for sale
310,310,"$629,000","41 Bent St, Staten Island, NY 10312",3 bds,2 ba,"1,280 sqft",- House for sale
311,311,"$799,000","1047 E 42nd St, Brooklyn, NY 11210",4 bds,3 ba,"1,575 sqft",- Multi-family home for sale
312,312,"$510,000","420 E 51st St #1C, New York, NY 10022",2 bds,2 ba,-- sqft,- Condo for sale
313,313,"$235,000","221-19 Manor Rd, Queens Village, NY 11427",2 bds,1 ba,-- sqft,- Condo for sale
314,314,"$315,000","1213 Avenue Z APT A24, Brooklyn, NY 11235",1 bd,1 ba,750 sqft,- Condo for sale
315,315,"$1,495,000","57 Front St APT 704, Brooklyn, NY 11201",2 bds,2 ba,"1,350 sqft",- Condo for sale
316,316,"$695,000","2750 Woodhull Ave, Bronx, NY 10469",3 bds,2 ba,"2,286 sqft",- House for sale
317,317,"$350,000","14787 Brookville Blvd, Jamaica, NY 11422",4 bds,2 ba,-- sqft,- Multi-family home for sale
318,318,"$695,000","2750 Woodhull Ave, Bronx, NY 10469",3 bds,2 ba,"2,286 sqft",- House for sale
319,319,"$350,000","14787 Brookville Blvd, Jamaica, NY 11422",4 bds,2 ba,-- sqft,- Multi-family home for sale
320,320,"$465,000","30A Dinsmore St, Staten Island, NY 10314",2 bds,3 ba,"1,476 sqft",- Townhouse for sale
321,321,"$380,000","226 E 27th St APT 3B, New York, NY 10016",1 bd,1 ba,650 sqft,- Condo for sale
322,322,$700K,"12101 199th St, Jamaica, NY 11413",6 bds,4 ba,"2,000 sqft",- Auction
323,323,"$899,999","206 Ramapo Ave, Staten Island, NY 10309",5 bds,3 ba,"2,160 sqft",- House for sale
324,324,"$275,000","123-35 82nd Rd APT 7L, Kew Gardens, NY 11415",2 bds,1 ba,950 sqft,- Condo for sale
325,325,"$239,000","2565 Flatbush Ave #C-1, Brooklyn, NY 11234",2 bds,2 ba,"1,200 sqft",- House for sale
326,326,"$649,000","201 E 25th St APT 9A, New York, NY 10010",1 bd,1 ba,815 sqft,- For sale by owner
327,327,"$259,000","1150 Brighton Beach Ave APT 2R, Brooklyn, NY 11235",Studio,1 ba,500 sqft,- Condo for sale
328,328,"$408,995","3850 Sedgwick Ave APT 11J, Bronx, NY 10463",3 bds,2 ba,"1,400 sqft",- Condo for sale
329,329,"$359,000","430 E 56th St #2-D, New York, NY 10022",Studio,1 ba,550 sqft,- Condo for sale
330,330,"$524,700","107-22 170th St, Jamaica, NY 11433",6 bds,4 ba,"5,360 sqft",- Foreclosure
331,331,"$900,000","4813 164th St, Flushing, NY 11365",3 bds,2 ba,"1,550 sqft",- House for sale
332,332,"$1,850,000","142 E 71st St APT 3C, New York, NY 10021",3 bds,3 ba,-- sqft,- Condo for sale
333,333,"$199,000","3303 State Highway 206, Other, NY",4 bds,2 ba,-- sqft,- House for sale
334,334,"$848,888","80-58 231st St, Queens Village, NY 11427",4 bds,3 ba,"5,400 sqft",- House for sale
335,335,"$419,888","10-01 162nd St #3B, Whitestone, NY 11357",3 bds,1 ba,-- sqft,- Condo for sale
336,336,"$259,000","251-07 61st Ave #2, Little Neck, NY 11362",1 bd,1 ba,650 sqft,- Condo for sale
337,337,"$639,000","85 Constant Ave, Staten Island, NY 10314",3 bds,2 ba,"1,408 sqft",- House for sale
338,338,"$365,000","607 Hunter Ave, Staten Island, NY 10306",3 bds,1 ba,"2,100 sqft",- House for sale
339,339,"$240,000","2435 Haring St APT 5C, Brooklyn, NY 11235",2 bds,1 ba,"1,000 sqft",- Condo for sale
340,340,"$1,899,000","411 Saint George Rd, Staten Island, NY 10306",4 bds,5 ba,"3,710 sqft",- House for sale
341,341,"$180,000","1259 Grant Ave APT 10C, Bronx, NY 10456",2 bds,1 ba,900 sqft,- Apartment for sale
342,342,"$674,900","39 Scranton Ave, Staten Island, NY 10312",3 bds,2 ba,"1,008 sqft",- House for sale
343,343,"$799,000","82 Irving Pl APT 4E, Brooklyn, NY 11238",1 bd,1 ba,712 sqft,- For sale by owner
344,344,"$63,000,000","12 E 63rd St, New York, NY 10065",7 bds,11 ba,"13,000 sqft",- House for sale
345,345,"$300,000","99-40 63rd Rd #3W, Rego Park, NY 11374",2 bds,1 ba,"1,000 sqft",- Apartment for sale
346,346,"$400,000","10733 155th St, Jamaica, NY 11433",6 bds,3 ba,"3,120 sqft",- House for sale
347,347,"$400,000","10727 155th St, Jamaica, NY 11433",6 bds,3 ba,"3,120 sqft",- House for sale
348,348,"$429,900","1470 Castleton Ave, Staten Island, NY 10302",3 bds,1 ba,"1,062 sqft",- House for sale
349,349,"$595,000","201 E 15th St APT 3E, New York, NY 10003",2 bds,2 ba,"1,350 sqft",- Condo for sale
350,350,"$329,000","1175 Anderson Ave APT 2AB, Bronx, NY 10452",3 bds,2 ba,"1,200 sqft",- Condo for sale
351,351,"$775,000","813 8th Ave APT 4R, Brooklyn, NY 11215",2 bds,1 ba,600 sqft,- Condo for sale
352,352,"$159,900","151-20 88th St #5A, Howard Beach, NY 11414",1 bd,1 ba,-- sqft,- Condo for sale
